教育招生考试院上面给的招生信息/选考信息网址,,三种编号也不知道是啥,,,所在地区,,,办学层次,,找不到名称的话这边有2020年和2024年招生用的学校名,
山西国际商务职业学院,,4114013694,,,山西省,,太原市,专科,,,
太原旅游职业学院,,4114013696,,,山西省,,太原市,专科,,,
山西管理职业学院,,4114013698,,,山西省,,临汾市,专科,,,
山西华澳商贸职业学院,,4114013914,,,山西省教育厅,,晋中市,专科,民办,,
山西运城农业职业技术学院,,4114013934,,,山西省,,运城市,专科,,,
晋中师范高等专科学校,,4114014270,,,山西省,,晋中市,专科,,,
长治幼儿师范高等专科学校,,4114014687,,,山西省,,长治市,专科,,,
山西通用航空职业技术学院,,4114014697,,,山西省,,大同市,专科,,,
河套学院,,4115011631,,,内蒙古自治区,,巴彦淖尔市,本科,,,
内蒙古鸿德文理学院,,4115014205,,,内蒙古自治区教育厅,,呼和浩特市,本科,民办,,
鄂尔多斯应用技术学院,,4115014532,,,内蒙古自治区,,鄂尔多斯市,本科,,,
内蒙古丰州职业学院,,4115011429,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
包头职业技术学院,,4115012057,,,内蒙古自治区,,包头市,专科,,,
包头轻工职业技术学院,,4115012671,,,内蒙古自治区,,包头市,专科,,,
内蒙古电子信息职业技术学院,,4115012673,,,内蒙古自治区,,呼和浩特市,专科,,,
内蒙古机电职业技术学院,,4115012674,,,内蒙古自治区,,呼和浩特市,专科,,,
内蒙古化工职业学院,,4115012675,,,内蒙古自治区,,呼和浩特市,专科,,,
内蒙古商贸职业学院,,4115012676,,,内蒙古自治区,,呼和浩特市,专科,,,
锡林郭勒职业学院,,4115012677,,,内蒙古自治区,,锡林郭勒盟,专科,,,
内蒙古警察职业学院,,4115012797,,,内蒙古自治区,,呼和浩特市,专科,,,
内蒙古体育职业学院,,4115012894,,,内蒙古自治区,,呼和浩特市,专科,,,
乌兰察布职业学院,,4115013699,,,内蒙古自治区,,乌兰察布市,专科,,,
科尔沁艺术职业学院,,4115013741,,,内蒙古自治区,,通辽市,专科,,,
包头钢铁职业技术学院,,4115013864,,,内蒙古自治区,,包头市,专科,,,
乌海职业技术学院,,4115013915,,,内蒙古自治区,,乌海市,专科,,,
内蒙古科技职业学院,,4115014048,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
内蒙古北方职业技术学院,,4115014049,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
赤峰职业技术学院,,4115014050,,,内蒙古自治区教育厅,,赤峰市,专科,民办,,
内蒙古经贸外语职业学院,,4115014051,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
乌兰察布医学高等专科学校,,4115014219,,,内蒙古自治区,,乌兰察布市,专科,,,
鄂尔多斯职业学院,,4115014248,,,内蒙古自治区,,鄂尔多斯市,专科,,,
内蒙古工业职业学院,,4115014282,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
内蒙古能源职业学院,,4115014337,,,内蒙古自治区教育厅,,呼和浩特市,专科,民办,,
赤峰工业职业技术学院,,4115014338,,,内蒙古自治区,,赤峰市,专科,,,
阿拉善职业技术学院,,4115014339,,,内蒙古自治区,,阿拉善盟,专科,,,
内蒙古美术职业学院,,4115014387,,,内蒙古自治区教育厅,,巴彦淖尔市,专科,民办,,
内蒙古民族幼儿师范高等专科学校,,4115014463,,,内蒙古自治区,,鄂尔多斯市,专科,,,
鄂尔多斯生态环境职业学院,,4115014501,,,内蒙古自治区,,鄂尔多斯市,专科,,,
赤峰应用技术职业学院,,4115014699,,,内蒙古自治区,,赤峰市,专科,,,
沈阳体育学院,,4121010176,,A176,辽宁省,,沈阳市,本科,,沈阳体育学院,沈阳体育学院
辽宁警察学院,,4121011432,,,辽宁省,,大连市,本科,,,
辽宁理工职业大学,,4121012595,,,辽宁省教育厅,,锦州市,本科,民办,,
沈阳工业大学工程学院,,4121013199,,,辽宁省教育厅,,辽阳市,本科,民办,,
沈阳航空航天大学北方科技学院,,4121013200,,,辽宁省教育厅,,沈阳市,本科,民办,,
大连工业大学艺术与信息工程学院,,4121013203,,,辽宁省教育厅,,大连市,本科,民办,,
沈阳城市建设学院,,4121013208,,,辽宁省教育厅,,沈阳市,本科,民办,,
大连医科大学中山学院,,4121013212,,,辽宁省教育厅,,大连市,本科,民办,,
辽宁理工学院,,4121013217,,,辽宁省教育厅,,锦州市,本科,民办,,
辽宁中医药大学杏林学院,,4121013609,,,辽宁省教育厅,,沈阳市,本科,民办,,
辽宁何氏医学院,,4121013610,,,辽宁省教育厅,,沈阳市,本科,民办,,
沈阳科技学院,,4121013621,,,辽宁省教育厅,,沈阳市,本科,民办,,
辽宁财贸学院,,4121013900,,,辽宁省教育厅,,葫芦岛市,本科,民办,,
抚顺师范高等专科学校,,4121010179,,,辽宁省,,抚顺市,专科,,,
营口职业技术学院,,4121010181,,,辽宁省,,营口市,专科,,,
抚顺职业技术学院,,4121011037,,,辽宁省,,抚顺市,专科,,,
辽阳职业技术学院,,4121011249,,,辽宁省,,辽阳市,专科,,,
阜新高等专科学校,,4121011250,,,辽宁省,,阜新市,专科,,,
辽宁税务高等专科学校,,4121011735,,,辽宁省,,大连市,专科,,,
沈阳航空职业技术学院,,4121012590,,,辽宁省,,沈阳市,专科,,,
辽宁体育运动职业技术学院,,4121012591,,,辽宁省,,沈阳市,专科,,,
辽宁职业学院,,4121012592,,,辽宁省,,铁岭市,专科,,,
大连商务职业学院,,4121012730,,,辽宁省教育厅,,大连市,专科,民办,,
辽宁石化职业技术学院,,4121012900,,,辽宁省,,锦州市,专科,,,
渤海船舶职业学院 ,,4121012931,,,辽宁省,,葫芦岛市,专科,,,
大连翻译职业学院,,4121013959,,,辽宁省教育厅,,大连市,专科,民办,,
辽宁商贸职业学院,,4121013960,,,辽宁省,,沈阳市,专科,,,
辽河石油职业技术学院,,4121014077,,,辽宁省,,盘锦市,专科,,,
辽宁建筑职业学院,,4121014189,,,辽宁省,,辽阳市,专科,,,
辽宁冶金职业技术学院,,4121014286,,,辽宁省,,本溪市,专科,,,
辽宁工程职业学院,,4121014287,,,辽宁省,,铁岭市,专科,,,
铁岭卫生职业学院,,4121014290,,,辽宁省,,铁岭市,专科,,,
沈阳北软信息职业技术学院,,4121014385,,,辽宁省教育厅,,沈阳市,专科,民办,,
辽宁政法职业学院,,4121014398,,,辽宁省,,沈阳市,专科,,,
辽宁民族师范高等专科学校,,4121014464,,,辽宁省,,沈阳市,专科,,,
辽宁特殊教育师范高等专科学校,,4121014526,,,辽宁省,,沈阳市,专科,,,
辽宁师范高等专科学校,,4121014662,,,辽宁省,,沈阳市,专科,,,
鞍山职业技术学院,,4121014700,,,辽宁省,,鞍山市,专科,,,
吉林师范大学博达学院,,4122013622,,,吉林省教育厅,,四平市,本科,民办,,
松原职业技术学院,,4122013917,,,吉林省,,松原市,专科,,,
吉林科技职业技术学院,,4122014291,,,吉林省教育厅,,长春市,专科,民办,,
哈尔滨信息工程学院,,4123011635,,B635,黑龙江省教育厅,,哈尔滨市,本科,民办,哈尔滨信息工程学院,
哈尔滨远东理工学院,,4123013301,,,黑龙江省教育厅,,哈尔滨市,本科,民办,,
哈尔滨华德学院,,4123013307,,D307,黑龙江省教育厅,,哈尔滨市,本科,民办,哈尔滨华德学院,
齐齐哈尔高等师范专科学校,,4123010238,,,黑龙江省,,齐齐哈尔市,专科,,,
大庆职业学院,,4123012718,,,黑龙江省,,大庆市,专科,,,
黑龙江林业职业技术学院,,4123012724,,,黑龙江省,,牡丹江市,专科,,,
黑龙江农业工程职业学院,,4123012726,,,黑龙江省,,哈尔滨市,专科,,,
黑龙江公安警官职业学院,,4123013449,,,黑龙江省,,哈尔滨市,专科,,,
哈尔滨城市职业学院,,4123013451,,,黑龙江省教育厅,,哈尔滨市,专科,民办,,
黑龙江农垦科技职业学院,,4123013453,,,黑龙江省,,哈尔滨市,专科,,,
黑龙江三江美术职业学院,,4123013730,,,黑龙江省教育厅,,佳木斯市,专科,民办,,
上海公安学院,,4131010283,,,上海市,,上海市,本科,,,
上海旅游高等专科学校,,4131010275,,,上海市,,上海市,专科,,,
上海欧华职业技术学院,,4131012585,,,上海市教委,,上海市,专科,民办,,
上海中华职业技术学院,,4131013907,,,上海市教委,,上海市,专科,民办,,
上海工会管理职业学院,,4131014023,,,上海市,,上海市,专科,,,
泰州学院,,4132012917,,,江苏省,,泰州市,本科,,,
南京大学金陵学院,,4132013646,,,江苏省教育厅,,南京市,本科,民办,,
南京中医药大学翰林学院,,4132013981,,,江苏省教育厅,,泰州市,本科,民办,,
苏州城市学院,,4132013983,,,江苏省,,苏州市,本科,,,
苏州大学应用技术学院,,4132013984,,,江苏省教育厅,,苏州市,本科,民办,,
宿迁学院,,4132014160,,,江苏省,,宿迁市,本科,,,
苏州幼儿师范高等专科学校,,3632000583,,,江苏省,,苏州市,专科,,,
江苏联合职业技术学院,,4132012678,,,江苏省,,南京市,专科,,,
应天职业技术学院,,4132012680,,,江苏省教育厅,,南京市,专科,民办,,
无锡科技职业学院,,4132012681,,,江苏省,,无锡市,专科,,,
扬州环境资源职业技术学院,,4132012683,,,江苏省,,扬州市,专科,,,
苏州卫生职业技术学院,,4132012688,,,江苏省,,苏州市,专科,,,
苏州农业职业技术学院,,4132012808,,,江苏省,,苏州市,专科,,,
太湖创意职业技术学院,,4132012918,,,江苏省教育厅,,无锡市,专科,民办,,
江南影视艺术职业学院,,4132013017,,,江苏省教育厅,,无锡市,专科,民办,,
常州工业职业技术学院,,4132013101,,,江苏省,,常州市,专科,,,
常州工程职业技术学院,,4132013102,,,江苏省,,常州市,专科,,,
江苏城市职业学院,,4132014000,,,江苏省,,南京市,专科,,,
南通师范高等专科学校,,4132014493,,,江苏省,,南通市,专科,,,
浙江水利水电学院,,4133011481,,,浙江省,,杭州市,本科,,,
宁波财经学院,,4133013001,,,浙江省教育厅,,宁波市,本科,民办,,
浙大宁波理工学院,,4133013022,,,浙江省,,宁波市,本科,,,
杭州医学院,,4133013023,,,浙江省,,杭州市,本科,,,
浙江师范大学行知学院,,4133013276,,,浙江省教育厅,,金华市,本科,民办,,
宁波大学科学技术学院,,4133013277,,,浙江省教育厅,,宁波市,本科,民办,,
杭州电子科技大学信息工程学院,,4133013279,,,浙江省教育厅,,杭州市,本科,民办,,
浙江理工大学科技与艺术学院,,4133013280,,,浙江省教育厅,,杭州市,本科,民办,,
杭州师范大学钱江学院,,4133013286,,,浙江省教育厅,,杭州市,本科,民办,,
绍兴文理学院元培学院,,4133013288,,,浙江省教育厅,,绍兴市,本科,民办,,
温州理工学院,,4133013289,,,浙江省,,温州市,本科,,,
浙江财经大学东方学院,,4133013294,,,浙江省教育厅,,嘉兴市,本科,民办,,
同济大学浙江学院,,4133014206,,,浙江省教育厅,,嘉兴市,本科,民办,,
西湖大学,,4133014626,,,浙江省教育厅,,杭州市,本科,民办,,
宁波职业技术学院,,4133010863,,,浙江省,,宁波市,专科,,,
温州职业技术学院,,4133010864,,,浙江省,,温州市,专科,,,
金华职业技术学院,,4133012061,,,浙江省,,金华市,专科,,,
宁波城市职业技术学院,,4133012645,,,浙江省,,宁波市,专科,,,
浙江电力职业技术学院,,4133012646,,,浙江省,,杭州市,专科,,,
浙江同济科技职业学院,,4133012647,,,浙江省,,杭州市,专科,,,
浙江工商职业技术学院,,4133012789,,,浙江省,,宁波市,专科,,,
浙江工贸职业技术学院,,4133012791,,,浙江省,,温州市,专科,,,
浙江机电职业技术学院,,4133012861,,,浙江省,,杭州市,专科,,,
浙江建设职业技术学院,,4133012862,,C862,浙江省,,杭州市,专科,,浙江建设职业技术学院,浙江建设职业技术学院
浙江商业职业技术学院,,4133012865,,,浙江省,,杭州市,专科,,,
浙江育英职业技术学院,,4133012868,,,浙江省教育厅,,杭州市,专科,民办,,
浙江工业职业技术学院,,4133012871,,,浙江省,,绍兴市,专科,,,
杭州职业技术学院,,4133012872,,,浙江省,,杭州市,专科,,,
湖州职业技术学院,,4133012875,,,浙江省,,湖州市,专科,,,
衢州职业技术学院,,4133012877,,,浙江省,,衢州市,专科,,,
丽水职业技术学院,,4133012878,,,浙江省,,丽水市,专科,,,
浙江东方职业技术学院,,4133013002,,,浙江省教育厅,,温州市,专科,民办,,
浙江邮电职业技术学院,,4133013688,,,浙江省,,绍兴市,专科,,,
宁波卫生职业技术学院,,4133013742,,,浙江省,,宁波市,专科,,,
浙江体育职业技术学院,,4133013854,,,浙江省,,杭州市,专科,,,
温州科技职业学院,,4133014088,,,浙江省,,温州市,专科,,,
浙江特殊教育职业学院,,4133014431,,,浙江省,,杭州市,专科,,,
浙江安防职业技术学院,,4133014492,,,浙江省,,温州市,专科,,,
浙江宇翔职业技术学院,,4133014703,,,浙江省教育厅,,湖州市,专科,民办,,
浙江金华科贸职业技术学院,,4133014746,,,浙江省教育厅,,金华市,专科,民办,,
浙江舟山群岛新区旅游与健康职业学院,,4133016408,,,浙江省,,舟山市,专科,,,
宁波幼儿师范高等专科学校,,4233050559,,,浙江省,,宁波市,专科,,,
皖南医学院,,4134010368,,,安徽省,,芜湖市,本科,,,
合肥经济学院,,4134013616,,,安徽省教育厅,,合肥市,本科,民办,,
安徽师范大学皖江学院,,4134013617,,,安徽省教育厅,,芜湖市,本科,民办,,
阜阳师范大学信息工程学院,,4134013619,,,安徽省教育厅,,阜阳市,本科,民办,,
芜湖职业技术学院,,4134011061,,,安徽省,,芜湖市,专科,,,
淮南联合大学,,4134011308,,,安徽省,,淮南市,专科,,,
安徽水利水电职业技术学院,,4134012073,,,安徽省,,合肥市,专科,,,
民办万博科技职业学院,,4134012218,,,安徽省教育厅,,合肥市,专科,民办,,
淮南职业技术学院,,4134012220,,,安徽省,,淮南市,专科,,,
安徽交通职业技术学院,,4134012816,,C816,安徽省,,合肥市,专科,,安徽交通职业技术学院,安徽交通职业技术学院
安徽体育运动职业技术学院,,4134012817,,,安徽省,,合肥市,专科,,,
民办合肥滨湖职业技术学院,,4134013064,,,安徽省教育厅,,合肥市,专科,民办,,
安徽电气工程职业技术学院,,4134013336,,,安徽省,,合肥市,专科,,,
安徽机电职业技术学院,,4134013339,,,安徽省,,芜湖市,专科,,,
安徽艺术职业学院,,4134013346,,,安徽省,,合肥市,专科,,,
马鞍山师范高等专科学校,,4134013760,,,安徽省,,马鞍山市,专科,,,
安徽财贸职业学院,,4134013845,,,安徽省,,合肥市,专科,,,
安徽公安职业学院,,4134013847,,,安徽省,,合肥市,专科,,,
安徽林业职业技术学院,,4134013848,,,安徽省,,合肥市,专科,,,
安徽邮电职业技术学院,,4134013851,,,安徽省,,合肥市,专科,,,
安徽涉外经济职业学院,,4134014132,,,安徽省教育厅,,合肥市,专科,民办,,
民办安徽旅游职业学院,,4134014165,,,安徽省教育厅,,阜阳市,专科,民办,,
马鞍山职业技术学院,,4134014192,,,安徽省,,马鞍山市,专科,,,
合肥信息技术职业学院,,4134014230,,,安徽省教育厅,,合肥市,专科,民办,,
安徽黄梅戏艺术职业学院,,4134014378,,,安徽省,,安庆市,专科,,,
安徽粮食工程职业学院,,4134014418,,,安徽省,,合肥市,专科,,,
阜阳幼儿师范高等专科学校,,4134014536,,,安徽省,,阜阳市,专科,,,
福建中医药大学,,4135010393,,A393,福建省,,福州市,本科,,福建中医药大学,
福建警察学院,,4135011495,,,福建省,,福州市,本科,,,
厦门医学院,,4135012631,,,福建省,,厦门市,本科,,,
福州大学至诚学院,,4135013470,,,福建省教育厅,,福州市,本科,民办,,
漳州职业技术学院,,4135011314,,,福建省,,漳州市,专科,,,
黎明职业大学,,4135011317,,,福建省,,泉州市,专科,,,
福州职业技术学院,,4135011502,,,福建省,,福州市,专科,,,
福建电力职业技术学院,,4135012628,,,福建省,,泉州市,专科,,,
福州英华职业学院,,4135012708,,,福建省教育厅,,福州市,专科,民办,,
泉州华光职业学院,,4135012927,,,福建省教育厅,,泉州市,专科,民办,,
福州科技职业技术学院,,4135013769,,,福建省教育厅,,福州市,专科,民办,,
泉州经贸职业技术学院,,4135013770,,,福建省,,泉州市,专科,,,
福建对外经济贸易职业技术学院,,4135013771,,,福建省,,福州市,专科,,,
湄洲湾职业技术学院,,4135013772,,,福建省,,莆田市,专科,,,
福建生物工程职业技术学院,,4135013969,,,福建省,,福州市,专科,,,
三明医学科技职业学院,,4135013976,,,福建省,,三明市,专科,,,
福州软件职业技术学院,,4135013978,,,福建省教育厅,,福州市,专科,民办,,
福建体育职业技术学院,,4135014060,,,福建省,,福州市,专科,,,
漳州科技职业学院,,4135014113,,,福建省教育厅,,漳州市,专科,民办,,
武夷山职业学院,,4135014116,,,福建省教育厅,,南平市,专科,民办,,
厦门安防科技职业学院,,4135014257,,,福建省教育厅,,厦门市,专科,民办,,
泉州幼儿师范高等专科学校,,4135014331,,,福建省,,泉州市,专科,,,
闽江师范高等专科学校,,4135014490,,,福建省,,福州市,专科,,,
福州墨尔本理工职业学院,,4135016411,,,福建省教育厅,,福州市,专科,中外合作办学,,
